MA_diff1,MA_diff2,MACD,SLOPE5,SLOPE15,SLOPE_diff,SKEW10,RSI20,RSI_SIG,BOLL_SIG,KALMAN_SIG
-13.83333333,7.333333333,8.448673312,0.25,0.383250857,-0.633250857,0.219152135,0.649666923,-1,0,-1
-0.666666667,-7.833333333,7.457302588,10.75,7.74730259,-18.49730259,1.757169475,0.710269634,-1,0,-1
-84.33333333,30.33333333,-13.59042884,-9,1.463642441,7.536357559,-0.029204134,0.415907571,0,-1,-1
46.16666667,-3.166666667,24.2360368,12.25,3.120193131,-15.37019313,0.171486201,0.663638874,-1,0,-1
-19,24,36.82478587,-13.75,5.836701248,7.913298752,0.779815144,0.65738971,-1,0,-1
-24.16666667,22.16666667,-6.224837687,2,0.159038453,-2.159038453,0.023521207,0.415115683,0,-1,-1
29.5,-14.5,-5.429543123,3.75,4.898170836,-8.648170836,0.140477732,0.435427836,0,1,-1
17.66666667,22.33333333,29.01708272,15.5,8.872136397,-24.3721364,0.482631868,0.697150107,-1,0,-1
-68.66666667,37.66666667,35.1242331,-3,7.276652229,-4.276652229,-0.03023771,0.712211269,-1,-1,-1
-27.5,15,31.1468374,1,3.396517482,-4.396517482,0.076478737,0.604800408,-1,-1,-1
-5.666666667,4.666666667,12.93955076,0.75,6.177409832,-6.927409832,-0.388343428,0.69003442,-1,0,-1
-3,0.5,-13.06243979,-1.5,5.172352571,-3.672352571,0.09209899,0.427862656,0,0,-1
-43.5,6.5,30.43479598,-3,-2.538107676,5.538107676,-0.068854507,0.588342864,0,-1,-1
11.66666667,-1.666666667,-1.572884644,-2.25,0.134602732,2.115397268,-0.91792585,0.429223119,0,1,-1
-33.5,37,-13.33043767,2.25,4.614833438,-6.864833438,0.368786145,0.512170506,0,-1,-1
-54.33333333,-10.66666667,44.58907514,25.75,7.475865987,-33.22586599,0.47068849,0.728944538,-1,-1,-1
-53.66666667,41.66666667,-10.91837779,8.5,4.248718979,-12.74871898,0.729274161,0.494882736,0,-1,-1
15.66666667,-9.666666667,-14.91950331,9.75,4.591685162,-14.34168516,0.108498401,0.417780389,0,0,-1
-120.3333333,84.83333333,53.34258403,7.25,4.464113203,-11.7141132,1.357095879,0.648873664,-1,-1,-1
-18.16666667,-6.833333333,32.01752999,6,8.504902363,-14.50490236,-0.27183449,0.652196386,-1,-1,-1
-22.66666667,9.166666667,-10.16731726,-5.75,4.221535403,1.528464597,-0.31703186,0.438893268,0,0,-1
-0.5,2.5,-16.13892124,8.75,3.133396093,-11.88339609,-0.446806506,0.40414429,0,0,-1
-14.83333333,9.333333333,-90.74482334,4,4.926543099,-8.926543099,0.961102672,0.258484605,1,0,-1
43.16666667,-22.16666667,19.16063585,5,-2.072420254,-2.927579746,-0.639688015,0.605156064,-1,0,-1
20.5,-24,-43.18730997,16.5,1.55572307,-18.05572307,-0.737216906,0.487383967,0,0,-1
14,-6.5,0.501243575,6.25,-0.297518095,-5.952481905,-0.087445646,0.667174764,-1,0,-1
8.5,-8.5,3.755154145,-1.25,3.896364305,-2.646364305,0.495977965,0.537993995,0,0,-1
22.5,-6.5,-25.42698733,-1.25,0.871636744,0.378363256,-1.554502854,0.638427913,-1,0,-1
27.5,-14,9.155511615,6,3.940631644,-9.940631644,0.229220282,0.657070296,-1,1,-1
-11.5,1.5,-15.59775363,4.5,4.559448299,-9.059448299,0.444438366,0.404398672,0,0,-1
9.666666667,-8.166666667,-0.374398527,2,2.06842339,-4.06842339,0.0941871,0.444872105,0,1,-1
-0.166666667,8.166666667,13.09220755,-1.75,0.722392494,1.027607506,0.244963781,0.460347307,0,0,-1
17.66666667,-6.166666667,-4.906917589,-7,5.112043858,1.887956142,-0.792517408,0.435354815,0,1,-1
1.166666667,-1.666666667,3.602404072,6.5,4.571186482,-11.07118648,0.804356679,0.628011739,-1,0,-1
-12.5,23,5.685955475,2.5,3.751316761,-6.251316761,0.250298094,0.607700713,-1,-1,-1
-8.666666667,3.166666667,-2.295233091,2.75,1.140144487,-3.890144487,0.517510423,0.429105281,0,-1,-1
14.16666667,-16.16666667,-7.670140965,8.25,2.076105018,-10.32610502,1.039293306,0.600249131,-1,0,-1
-9.666666667,-12.33333333,10.93191009,12.75,5.542574502,-18.2925745,1.285833362,0.730355739,-1,0,-1
1.833333333,0.666666667,-4.432968127,-1,4.092106671,-3.092106671,-0.239387291,0.463358761,0,0,-1
-2.833333333,8.833333333,6.878621167,4,0.816870092,-4.816870092,0.283075968,0.623119092,-1,0,-1
-38,9.5,45.17024539,-0.25,4.720088402,-4.470088402,-0.308916358,0.6861944,-1,-1,-1
13.5,3,26.62737548,3.5,7.835165089,-11.33516509,0.017099388,0.707835843,-1,0,-1
13.66666667,-7.166666667,-5.48735128,4,4.477997671,-8.477997671,0.139964043,0.513918321,0,1,-1
-5.333333333,-1.666666667,-5.13289311,3.5,3.482502825,-6.982502825,-0.734714607,0.516447566,0,0,-1
-45.66666667,60.16666667,23.31773294,2.5,3.937795575,-6.437795575,0.538112391,0.646293727,-1,-1,-1
-28.66666667,20.16666667,-5.96284549,10.25,1.626480148,-11.87648015,0.517644717,0.650786713,-1,-1,-1
33.33333333,-20.33333333,-15.07061535,5.5,5.84453047,-11.34453047,-0.497909818,0.474003892,0,1,-1
-20.16666667,6.666666667,18.7005376,2,5.768245097,-7.768245097,0.3857824,0.666893102,-1,-1,-1
-46.83333333,54.33333333,2.122820844,5,4.658294859,-9.658294859,-0.044937651,0.597433564,0,-1,-1
-3,5,-2.334180984,-0.5,4.524810129,-4.024810129,-0.365991291,0.459863349,0,0,-1
-29.16666667,26.16666667,-30.29074487,-6.75,3.219650529,3.530349471,0.16233312,0.317553753,1,-1,-1
-6.166666667,10.16666667,-31.12320914,-18.5,5.275096966,13.22490303,-0.5805835,0.337696671,1,0,-1
7.5,-13,-1.774031135,6.25,3.876114427,-10.12611443,-0.062323238,0.574439803,0,0,-1
-2,0,7.197298917,6.5,2.776640227,-9.276640227,1.037128528,0.731463493,-1,0,-1
35.66666667,-29.66666667,-3.390089173,8.25,2.555740049,-10.80574005,0.317472103,0.450137063,0,1,-1
-10.66666667,6.666666667,12.74554678,11,5.108314742,-16.10831474,0.596670229,0.817750252,-1,0,-1
-29.16666667,16.16666667,-32.32284671,6,3.976946642,-9.976946642,0.64417555,0.344028887,1,0,-1
-28.33333333,21.83333333,10.94313313,2.25,2.787400797,-5.037400797,-0.022322284,0.662732157,-1,-1,-1
-15.16666667,7.166666667,10.16086977,8.5,2.366102584,-10.86610258,1.048045301,0.747628757,-1,0,-1
86,-14,8.803541764,5.5,-1.403099859,-4.096900141,1.677080263,0.647079491,-1,1,-1
18.33333333,-11.83333333,-30.89468527,7,-0.774274817,-6.225725183,0.22222969,0.543437569,0,1,-1
65.83333333,-13.33333333,13.32415071,2,5.857298865,-7.857298865,0.064252511,0.566011157,0,1,-1
7.166666667,-2.166666667,-7.839822549,1,7.166375259,-8.166375259,-0.689419069,0.385358351,1,1,-1
11.33333333,0.666666667,-14.41633556,6,5.179761476,-11.17976148,-0.610800985,0.403217563,0,1,-1
12.66666667,-11.16666667,-9.456255899,0.25,1.443352202,-1.693352202,-0.612909919,0.572011284,0,0,-1
-41.5,49,-39.72434485,-7.75,0.562299573,7.187700427,0.281588904,0.366322288,1,-1,-1
0.166666667,-3.666666667,-3.545601784,2.75,4.707669538,-7.457669538,0.512969718,0.500367294,0,0,-1
8.666666667,-2.166666667,-6.653097001,4.75,4.957014659,-9.707014659,-0.262832092,0.459639261,0,0,-1
-144,109.5,-35.82891419,1,4.319732455,-5.319732455,0.284970858,0.329930143,1,-1,-1
-2.666666667,0.166666667,8.111346669,2.75,7.910414063,-10.66041406,0.710354489,0.676511396,-1,0,-1
12.16666667,-9.666666667,13.03144663,-2.25,6.317056993,-4.067056993,0.110120816,0.605775811,-1,1,-1
-86.33333333,38.83333333,-20.69391919,-15.5,6.083051604,9.416948396,-0.632493829,0.400583906,0,-1,-1
-2.666666667,-0.833333333,-4.244423691,2.75,2.969065625,-5.719065625,0.35825028,0.578863217,0,0,-1
5.166666667,1.333333333,32.19874171,-4.75,4.494335882,0.255664118,-0.835255259,0.69273728,-1,0,-1
-0.5,-5.5,-19.99147474,-9.75,4.117925766,5.632074234,-0.4071527,0.295489383,1,0,-1
-3.666666667,4.166666667,-9.68158119,3.25,4.794316525,-8.044316525,-0.826946075,0.401033989,0,0,-1
-7.5,18.5,-1.650169935,2,2.138624272,-4.138624272,-0.496209158,0.50828341,0,-1,-1
-3.833333333,-7.666666667,9.179653438,4.25,2.316952534,-6.566952534,1.847872077,0.697027436,-1,0,-1
49,-74,48.84438383,-8.25,-0.594772853,8.844772853,0.028815821,0.473591163,0,1,-1
12.83333333,-5.833333333,-45.77837057,-16,2.689867593,13.31013241,-0.66925718,0.433217106,0,0,-1
-4,0.5,39.67479669,10,1.371663651,-11.37166365,0.412512068,0.731754076,-1,0,-1
0,6.5,-16.56392631,-3,4.315954225,-1.315954225,-1.263760214,0.385343783,1,0,-1
3.166666667,1.333333333,-3.386004252,-2,3.210501989,-1.210501989,-0.789377639,0.500521621,0,0,-1
0,-2,-14.20816607,0.5,-1.00714939,0.50714939,0.439938391,0.476821805,0,0,-1
3.333333333,-7.333333333,-6.398903011,0.5,2.177879081,-2.677879081,0.225034816,0.368120706,1,0,-1
1,-2,-27.40328236,-3,4.017025347,-1.017025347,1.204498373,0.352653998,1,0,-1
-7.666666667,2.166666667,-4.67607161,-1.75,2.707837307,-0.957837307,-0.885406067,0.366041969,1,0,-1
-23.16666667,9.166666667,37.89187937,5,4.307505293,-9.307505293,-1.69063566,0.850513242,-1,0,-1
-13.83333333,19.33333333,25.22659374,5,6.197169555,-11.19716955,-0.272110135,0.623055016,-1,0,-1
-7.666666667,11.16666667,-3.734914302,3,5.577624016,-8.577624016,0.946713307,0.512106817,0,-1,-1
32,-17.5,-22.5894415,-19.75,4.745793362,15.00420664,-0.895629276,0.319837303,1,1,-1
-11.16666667,17.66666667,-3.91112538,9.5,2.966436038,-12.46643604,-0.621870188,0.476878042,0,-1,-1
21.83333333,-8.333333333,-2.266091951,4.5,3.261076215,-7.761076215,0.194343509,0.560763058,0,0,-1
-13.5,10.5,-22.5835499,1,2.83333385,-3.83333385,-0.154898781,0.363241629,1,-1,-1
-5,7.5,0.190561205,0.25,1.468394519,-1.718394519,-0.49670797,0.558063218,0,-1,-1
22.66666667,-23.66666667,2.082288525,8,4.374063636,-12.37406364,0.916619902,0.611350651,-1,0,-1
1.333333333,-0.333333333,0.185337202,2,2.068107966,-4.068107966,-0.129097269,0.461919729,0,0,-1
-24.16666667,18.16666667,3.566765661,13.25,5.930136236,-19.18013624,0.584053939,0.647188697,-1,-1,-1
-16.16666667,7.666666667,3.292731621,4.5,0.285567931,-4.785567931,1.540788501,0.52540438,0,-1,-1
-20.16666667,17.16666667,7.934047424,-2,2.923315361,-0.923315361,-0.391721421,0.642303872,-1,-1,-1
57.16666667,-68.66666667,11.25753838,-2.25,2.528430261,-0.278430261,-0.330650036,0.571127889,0,1,-1
31.83333333,-57.33333333,-20.9133052,0,1.878697934,-1.878697934,0.904071234,0.384552671,1,1,-1
-22.16666667,23.66666667,7.451614753,5.5,3.099933126,-8.599933126,1.490506125,0.704696998,-1,-1,-1
45,-18,27.14570396,3.25,-0.46186249,-2.78813751,-0.490303912,0.671304953,-1,0,-1
22.83333333,-32.83333333,182.5137974,-14,3.64279873,10.35720127,-1.447336491,0.875111832,-1,0,-1
-5.5,9.5,-13.09393628,4.25,4.016822386,-8.266822386,0.154619031,0.367266934,1,0,-1
7.666666667,-10.66666667,-6.040010567,1,2.145527678,-3.145527678,0.74771573,0.429160278,0,1,-1
24.16666667,8.333333333,14.84698544,2,0.750927109,-2.750927109,-0.055978676,0.660487752,-1,0,-1
4,4,4.965337368,2.5,6.641588141,-9.141588141,0.689782578,0.680052523,-1,0,-1
-4.333333333,-0.666666667,4.912857845,8.5,5.841714535,-14.34171453,0.6336732,0.684241791,-1,0,-1
51.66666667,-31.66666667,-19.70953586,-8.75,2.554031263,6.195968737,-0.657782773,0.424223509,0,1,-1
-10.66666667,10.66666667,3.151233865,4.5,3.913592306,-8.413592306,2.295115424,0.749994096,-1,-1,-1
-2,2.5,-3.033489276,3,2.972940698,-5.972940698,0.669568962,0.437967027,0,0,-1
36.83333333,-8.833333333,28.62074693,4,3.451930382,-7.451930382,-0.445398734,0.670982865,-1,0,-1
-2.166666667,4.666666667,-5.34556515,-1.5,-0.555005438,2.055005438,-1.576644016,0.462039767,0,0,-1
-24.5,15.5,4.120769657,6,2.391913309,-8.391913309,-0.195101135,0.567662807,0,-1,-1
-3.833333333,7.833333333,-1.098995654,0.5,3.475328968,-3.975328968,0.282050606,0.550479266,0,0,-1
-16.16666667,10.16666667,1.217298072,-0.25,3.2208978,-2.9708978,0.04744272,0.470176181,0,0,-1
76.83333333,-43.83333333,8.412160678,4,1.990394489,-5.990394489,0.081217725,0.631574722,-1,1,-1
-56.33333333,47.33333333,32.02654629,8.5,4.485425782,-12.98542578,-1.238612339,0.706072502,-1,-1,-1
-19.16666667,29.66666667,-12.86969849,0.25,4.083661505,-4.333661505,-0.051759103,0.356460795,1,0,-1
-37,10,31.46504659,13,3.928180505,-16.9281805,-0.297328623,0.764331944,-1,-1,-1
-2.833333333,10.33333333,16.63929635,8,0.752669053,-8.752669053,0.62936488,0.558347034,0,0,-1
28.5,-39,10.30092185,5.5,4.849169232,-10.34916923,-0.436474979,0.528245499,0,1,-1
16.16666667,-13.66666667,-2.333709975,-5,1.323084831,3.676915169,-0.690660884,0.311803311,1,1,-1
7.833333333,-1.833333333,2.189907274,-7.5,5.865634923,1.634365077,-1.525983421,0.472411636,0,1,-1
-15.16666667,13.16666667,8.099223338,5,1.711479623,-6.711479623,0.757901257,0.613562529,-1,-1,-1
46.16666667,-62.16666667,128.7434643,6,-1.095736591,-4.904263409,-0.311932274,0.794799377,-1,0,-1
-13.33333333,1.833333333,7.786152108,6.5,5.0219095,-11.5219095,1.118570337,0.688868239,-1,-1,-1
-21.33333333,11.33333333,19.56065408,5.25,4.149642673,-9.399642673,-0.271201748,0.794762215,-1,-1,-1
1.833333333,-4.833333333,-4.839417557,0.25,3.855412794,-4.105412794,0.311103724,0.493575582,0,0,-1
-11.16666667,12.16666667,-0.500291701,3.75,2.558458247,-6.308458247,0.687205437,0.525787623,0,0,-1
49.66666667,-4.666666667,14.73114008,15.75,4.082705713,-19.83270571,0.865444616,0.670409021,-1,0,-1
5.333333333,-15.33333333,-9.566450699,13.25,3.571378087,-16.82137809,0.055236268,0.568270171,0,0,-1
-4.833333333,11.33333333,5.228139993,2.75,5.018787886,-7.768787886,1.405673812,0.600269565,-1,0,-1
-9.166666667,-1.333333333,-1.679584353,-1,3.588625613,-2.588625613,0.82652298,0.492556973,0,0,-1
-4.833333333,-0.666666667,0.848527003,3.75,3.586667399,-7.336667399,-0.46678329,0.558618918,0,0,-1
52.5,-50,6.658104339,7,7.702133434,-14.70213343,1.200885741,0.642913355,-1,0,-1
11.83333333,16.66666667,10.78346312,14.5,5.747423309,-20.24742331,1.200359522,0.563445528,0,0,-1
-10,-3,-22.48306996,11,2.99712284,-13.99712284,-0.428700697,0.449151304,0,0,-1
-7.5,3.5,8.588675757,7,0.03726146,-7.03726146,1.576258772,0.66670184,-1,0,-1
3.5,-2.5,-2.664783785,-1.5,4.045286075,-2.545286075,1.41156089,0.481524251,0,0,-1
21.83333333,-42.33333333,-0.718967836,4.75,1.689392807,-6.439392807,-1.248968333,0.430523791,0,1,-1
10.5,-14.5,-12.85247175,-9.5,4.677187825,4.822812175,-0.227974147,0.416132169,0,0,-1
-30.33333333,14.33333333,-4.34725748,-1.75,0.909966641,0.840033359,0.248426458,0.416538227,0,-1,-1
10.83333333,-8.833333333,-10.82068788,4,2.85090868,-6.85090868,-0.104588782,0.435788011,0,1,-1
-0.666666667,-29.33333333,8.392658931,12.25,2.827389192,-15.07738919,-0.063949825,0.555892289,0,0,-1
-5.666666667,11.16666667,6.780039805,6.25,3.498727437,-9.748727437,1.203715832,0.597641788,0,0,-1
32.33333333,-26.33333333,25.95433206,-0.5,2.783125383,-2.283125383,0.775955115,0.619792188,-1,0,-1
11.16666667,26.33333333,12.76915124,-7,0.085823423,6.914176577,-0.386781496,0.376040019,1,0,-1
21,-26,23.00343301,8.75,4.242059695,-12.99205969,0.356413577,0.845763878,-1,0,-1
-5.333333333,18.83333333,8.609821622,5.25,9.082183123,-14.33218312,0.773937569,0.580437893,0,0,-1
-89.83333333,27.33333333,-10.47262282,3.25,3.720784457,-6.970784457,-0.129796058,0.449442694,0,-1,-1
-6.833333333,5.833333333,-4.220533196,8.75,6.139641635,-14.88964164,0.636334509,0.535296497,0,0,-1
-53,17,24.20253036,-1.75,3.982548286,-2.232548286,-0.554838701,0.596806327,0,-1,-1
15.33333333,-27.83333333,-14.36436957,-12.5,3.056862045,9.443137955,-0.605085339,0.334236464,1,0,-1
-48.16666667,37.16666667,23.31829078,16.25,5.762317968,-22.01231797,0.475803605,0.687942321,-1,-1,-1
44,-10,15.38077889,-7.25,2.785777744,4.464222256,0.707780534,0.637541084,-1,1,-1
-31.16666667,19.16666667,11.72309692,13.75,9.905041884,-23.65504188,1.611177484,0.626456298,-1,-1,-1
6.833333333,7.666666667,9.411121611,6.25,1.382600782,-7.632600782,0.691852343,0.541268056,0,0,-1
-43,39,-9.900649214,-0.5,2.123072725,-1.623072725,-0.10436525,0.375441414,1,-1,-1
-2,6,93.02891742,-8.25,-2.322434463,10.57243446,0.069099719,0.682505496,-1,0,-1
-40.33333333,31.33333333,3.776255634,-17,2.105774588,14.89422541,-0.66739701,0.468548818,0,0,-1
-19.5,19,21.32256691,11.5,3.780036236,-15.28003624,0.333794681,0.707437538,-1,-1,-1
12.5,-10.5,-5.102461992,4,3.816982784,-7.816982784,-0.26455575,0.467209011,0,1,-1
-15.33333333,16.33333333,7.821891219,1.25,2.030583833,-3.280583833,-0.036916583,0.588852512,0,-1,-1
-19.5,52,11.79919255,-1.75,1.307793138,0.442206862,0.003257041,0.485734745,0,0,-1
-93.16666667,92.66666667,-30.97310111,3,2.971103479,-5.971103479,-1.182513407,0.385401637,1,-1,-1
53.83333333,13.66666667,1.010446063,0,1.402547121,-1.402547121,-0.75995999,0.634948478,-1,0,-1
-31.16666667,9.166666667,14.49262621,12.25,0.732265789,-12.98226579,0.47041794,0.525773506,0,-1,-1
-62.83333333,28.83333333,80.20321859,9,-2.048327141,-6.951672859,0.450652555,0.68173799,-1,-1,-1
1.833333333,-3.833333333,3.12582673,3,1.334861937,-4.334861937,1.618286897,0.538995322,0,0,-1
-97,99.5,20.39641283,4.5,3.753500559,-8.253500559,0.529824813,0.61695384,-1,-1,-1
23.66666667,-6.166666667,-13.61386996,3,4.972418108,-7.972418108,-0.226227385,0.380060773,1,1,-1
54,-11,13.41632371,11.5,4.482307183,-15.98230718,0.508677832,0.72978845,-1,0,-1
-31.33333333,29.33333333,-7.582241099,-5,5.488213846,-0.488213846,-0.521307292,0.402750432,0,-1,-1
-244.5,177.5,58.67803281,5.5,4.099018733,-9.599018733,-2.73742554,0.673654088,-1,-1,-1
60.5,-36.5,22.94471866,-6.25,3.55085647,2.69914353,0.156175075,0.600973236,-1,1,-1
11,-2.5,-11.02245562,7,4.862868335,-11.86286833,1.36984627,0.452308517,0,0,-1
-29.33333333,7.833333333,17.90450135,11,3.744263386,-14.74426339,1.033139272,0.723483664,-1,-1,-1
-27.33333333,18.83333333,-8.52297778,-3.5,7.095100625,-3.595100625,-0.56504559,0.409668924,0,-1,-1
14,-11.5,12.22528999,3,4.468286776,-7.468286776,0.915175369,0.755971138,-1,0,-1
123.8333333,-38.33333333,279.7405018,6,3.969776992,-9.969776992,-1.758273061,0.919077912,-1,0,-1
26,-20,29.40994573,-3.5,3.422106155,0.077893845,-0.612653611,0.748626015,-1,0,-1
72.66666667,-18.66666667,11.52569679,2,5.256190798,-7.256190798,-0.301334807,0.666874031,-1,1,-1
-13.83333333,0.833333333,-2.181614247,-3.5,3.970615269,-0.470615269,-1.053447011,0.463811034,0,0,-1
-8.5,8.5,24.32959342,-13,1.485283741,11.51471626,0.033187267,0.632009682,-1,0,-1
43.33333333,-70.83333333,26.18326541,33,7.528877879,-40.52887788,1.633920183,0.695654047,-1,0,-1
-0.666666667,3.166666667,-35.13672563,2,3.148046878,-5.148046878,-0.443460703,0.262236788,1,0,-1
-4.5,2,10.31625624,5.75,-1.436313649,-4.313686351,1.4027965,0.609852452,-1,0,-1
-32.33333333,41.33333333,0.042321626,6.25,2.743356211,-8.993356211,-0.496633635,0.492917704,0,-1,-1
-295.6666667,217.6666667,-0.455282788,1.25,0.76694093,-2.01694093,1.204503744,0.429051897,0,-1,-1
14.83333333,-18.83333333,8.355068348,6.5,4.476618591,-10.97661859,-0.280097121,0.608114041,-1,0,-1
5.833333333,1.166666667,12.27111453,9.5,9.896545101,-19.3965451,1.300394954,0.654467169,-1,0,-1
19.33333333,-61.83333333,16.5506904,13,6.701588253,-19.70158825,0.459863143,0.592576937,0,0,-1
28.16666667,-23.16666667,14.77437256,1.75,4.56828054,-6.31828054,0.974870181,0.641240484,-1,1,-1
8.166666667,2.833333333,23.07310735,-1,2.474597459,-1.474597459,-0.975182454,0.604221918,-1,0,-1
9.833333333,-7.833333333,10.25169396,-3,1.834874561,1.165125439,-0.39098018,0.539059766,0,1,-1
7.833333333,-5.833333333,-2.791864574,-2,2.204803496,-0.204803496,-0.829679832,0.440412455,0,1,-1
1.5,-4.5,8.248176026,3.5,-0.362679526,-3.137320474,1.531135238,0.534954319,0,0,-1
-7.833333333,9.833333333,-10.88072996,5.75,4.3274289,-10.0774289,0.618255481,0.40810335,0,-1,-1
-22.16666667,12.16666667,23.62767104,7,-1.58861707,-5.41138293,0.901832802,0.575880612,0,-1,-1
34.5,-50.5,49.74051512,9.5,4.75203892,-14.25203892,0.506077834,0.671686085,-1,0,-1
3.166666667,-2.166666667,3.22842488,0.5,6.283701494,-6.783701494,0.464863548,0.589964914,0,0,-1
178,-139.5,39.42840706,14.75,-1.127518766,-13.62248123,-0.018697834,0.68483581,-1,1,-1
12.33333333,1.166666667,6.161363973,0.5,4.342371006,-4.842371006,-0.147061345,0.643254695,-1,0,-1
-2,-5,7.1071804,5.75,6.97542278,-12.72542278,1.90040234,0.652283637,-1,0,-1
13.5,-6,-3.794842101,0.5,1.58803903,-2.08803903,-0.422500153,0.51022162,0,1,-1
6.166666667,-3.166666667,-33.28218776,9.5,3.650207885,-13.15020789,0.804559289,0.281668053,1,0,-1
6.166666667,-1.166666667,-23.83913217,-0.5,2.641299387,-2.141299387,-0.572756493,0.328874265,1,0,-1
-5.333333333,6.333333333,-9.923419585,0.25,0.619927268,-0.869927268,0.140491132,0.688272741,-1,-1,-1
6.333333333,-5.333333333,-19.20126584,-5.5,4.970527453,0.529472547,0.082642023,0.311781052,1,0,-1
-5.833333333,-8.666666667,85.58619249,-0.75,1.149982915,-0.399982915,-0.539200209,0.730355822,-1,0,-1
30.33333333,-16.33333333,4.875249309,7,1.705579487,-8.705579487,1.640108788,0.676626381,-1,0,-1
5.333333333,-12.33333333,-14.54487341,1.25,2.842474492,-4.092474492,-0.444281849,0.334546513,1,0,-1
3.5,-3.5,-5.037683032,-1.75,-0.133466218,1.883466218,-1.033901216,0.43192049,0,1,-1
-4.333333333,-1.166666667,14.06855119,4.75,0.115816653,-4.865816653,-0.160010778,0.613973498,-1,0,-1
19.16666667,-7.166666667,-18.18413916,1.25,1.092054436,-2.342054436,-0.975924648,0.445326243,0,0,-1
21.66666667,-24.66666667,4.283718872,2,4.899472286,-6.899472286,0.044350036,0.557921912,0,0,-1
16,-15,-9.23486684,10.25,5.299561848,-15.54956185,0.326264267,0.49217083,0,0,-1
52.83333333,-32.83333333,-5.435215939,-1.75,2.987089914,-1.237089914,0.33378331,0.388166277,1,1,-1
-9.166666667,4.666666667,16.69963343,4,4.84406972,-8.84406972,-0.548341506,0.687694563,-1,0,-1
10.83333333,-10.33333333,3.664547396,7.25,1.454894206,-8.704894206,0.328917619,0.367095004,1,0,-1
-101.3333333,99.33333333,-36.8880288,-16.25,4.894649049,11.35535095,-0.076986847,0.315236719,1,0,-1
-7.166666667,-0.333333333,-5.037144675,1.5,3.042463437,-4.542463437,0.934735582,0.446526204,0,0,-1
9,3,6.189405381,2.5,2.174065469,-4.674065469,0.150713778,0.590904219,0,0,-1
-8.5,3,-2.152253067,-3,3.924365933,-0.924365933,-0.305250662,0.458869433,0,0,-1
0.833333333,0.666666667,7.453117312,-1,2.96515994,-1.96515994,-0.455726176,0.60396168,-1,0,-1
5,3.5,7.280393738,3.5,3.6496782,-7.1496782,0.841075878,0.506970005,0,0,-1
8.666666667,-14.66666667,1.720214557,14,7.285548332,-21.28554833,1.482297385,0.604704749,-1,0,-1
-32.33333333,27.83333333,6.723001869,4.5,2.239859686,-6.739859686,1.151572983,0.611718719,-1,-1,-1
15.16666667,-13.16666667,8.83903553,3.5,3.920299772,-7.420299772,-1.312239774,0.660129566,-1,0,-1
-23.83333333,4.833333333,14.1233591,4,6.872114498,-10.8721145,-0.325486112,0.708295534,-1,-1,-1
-2.5,-5,9.673711806,7,3.368926882,-10.36892688,0.836786586,0.64301954,-1,0,-1
-0.333333333,0.333333333,-0.230109941,0.5,4.333593029,-4.833593029,0.192445147,0.500366536,0,0,-1
75.5,-64.5,12.32673998,0,3.073159048,-3.073159048,-0.289739697,0.633008852,-1,1,-1
11.16666667,-20.16666667,16.61639231,-1,3.77122806,-2.77122806,-0.30432865,0.74709322,-1,0,-1
-0.666666667,-8.833333333,-20.83707858,4,1.807234183,-5.807234183,-0.574310152,0.334499565,1,0,-1
-5.5,-2.5,-2.026749614,1,2.172981542,-3.172981542,0.113215642,0.532453257,0,0,-1
87.66666667,-46.66666667,12.65152431,6,-0.494275913,-5.505724087,0.441458509,0.662295742,-1,1,-1
-15,5,2.82017798,2.5,6.439183131,-8.939183131,1.546409902,0.666763194,-1,-1,-1
-1.833333333,-22.16666667,-17.22194179,-5.25,3.351753052,1.898246948,0.947751118,0.407442755,0,0,-1
-15.66666667,6.166666667,7.694358443,1,0.93702022,-1.93702022,-0.091883853,0.555925377,0,-1,-1
-19.83333333,-3.166666667,20.27409968,8.5,4.901326904,-13.4013269,0.205124513,0.783509981,-1,0,-1
-17.83333333,7.833333333,-0.705148486,4.75,1.049644261,-5.799644261,0.214461822,0.661246323,-1,-1,-1
30.66666667,-27.66666667,-12.2566778,9.75,3.219783821,-12.96978382,0.321564759,0.412021983,0,0,-1
59.33333333,-41.83333333,12.68924479,2.75,-5.63002789,2.88002789,-0.199145937,0.771833035,-1,1,-1
-25.33333333,19.83333333,-51.95345587,0.25,4.267560943,-4.517560943,1.005452729,0.346719802,1,0,-1
-32.16666667,20.66666667,27.3221248,12,5.791962767,-17.79196277,0.275063411,0.658093901,-1,-1,-1
41.5,-20,-5.550762429,-9.25,3.519553871,5.730446129,-0.91378877,0.380874522,1,1,-1
43,-14.5,7.709149461,10.75,7.214192989,-17.96419299,1.504383324,0.691249205,-1,0,-1
1.166666667,-2.166666667,-10.05696332,2.5,-2.917138467,0.417138467,0.764029027,0.688482332,-1,0,-1
-4,0,5.565875435,4.5,7.623507337,-12.12350734,1.492632327,0.812283171,-1,0,-1
-11,6,7.473921522,3,4.973656889,-7.973656889,6.17E-17,0.700317211,-1,-1,-1
47.83333333,-52.83333333,-20.47660417,-15.75,2.824910903,12.9250891,-1.075331343,0.297546383,1,1,-1
40.5,-21.5,168.5681639,1.25,3.042830327,-4.292830327,0.152759714,0.861006543,-1,0,-1
-1.5,-0.5,7.934428445,3.75,4.267636941,-8.017636941,1.199683748,0.721088933,-1,0,-1
